Settlement,Main_Dmg,X,Y
Adebdi,Damage,-8.47964,30.77199
Adebdi,Possible damage,-8.47956,30.77218
Adebdi,Damage,-8.47949,30.77181
Adebdi,Damage,-8.47952,30.77154
Adebdi,Possible damage,-8.47966,30.77176
Adebdi,Damage,-8.47938,30.76005
Adebdi,Damage,-8.47923,30.76006
Adebdi,Damage,-8.47923,30.75889
Adebdi,Damage,-8.47869,30.75873
Adebdi,Damage,-8.47874,30.75888
Adebdi,Damage,-8.47865,30.75893
Adebdi,Damage,-8.47866,30.75898
Adebdi,Damage,-8.47877,30.75908
Adebdi,Damage,-8.47878,30.75873
Adebdi,Damage,-8.47854,30.75897
Adebdi,Damage,-8.48005,30.75875
Adebdi,Damage,-8.48017,30.75882
Adebdi,Damage,-8.48047,30.75861
Adebdi,Damage,-8.47892,30.75931
Adebdi,Possible damage,-8.47887,30.759
Adebdi,Damage,-8.47761,30.76034
Adebdi,Damage,-8.46814,30.75942
Adebdi,Damage,-8.46735,30.75913
Adebdi,Damage,-8.46727,30.75909
Adebdi,Damage,-8.4674,30.75906
Adebdi,Damage,-8.46764,30.75892
Adebdi,Damage,-8.46719,30.75871
Adebdi,Damage,-8.4676,30.75913
Adebdi,Possible damage,-8.46769,30.75916
Adebdi,Damage,-8.47205,30.75586
Adebdi,Damage,-8.47019,30.75498
Adebdi,Damage,-8.47167,30.75414
Adebdi,Damage,-8.47048,30.75447
Adebdi,Damage,-8.47051,30.75367
Adebdi,Damage,-8.47033,30.75369
Adebdi,Damage,-8.47061,30.75355
Adebdi,Damage,-8.47138,30.75376
Adebdi,Damage,-8.47132,30.75393
Adebdi,Damage,-8.47006,30.75357
Adebdi,Damage,-8.46994,30.75355
Adebdi,Damage,-8.4704,30.75362
Adebdi,Damage,-8.4704,30.75328
Adebdi,Possible damage,-8.46969,30.75372
Adebdi,Possible damage,-8.4695,30.75403
Adebdi,Damage,-8.47088,30.75329
Adebdi,Possible damage,-8.47029,30.75306
Adebdi,Damage,-8.47074,30.75336
Adebdi,Damage,-8.471,30.75206
Adebdi,Possible damage,-8.47185,30.75216
Adebdi,Damage,-8.47095,30.75195
Adebdi,Damage,-8.47253,30.75242
Adebdi,Damage,-8.4694,30.75238
Adebdi,Damage,-8.46982,30.75452
Adebdi,Damage,-8.46933,30.75509
Adebdi,Possible damage,-8.46944,30.7546
Adebdi,Damage,-8.4695,30.75353
Adebdi,Damage,-8.46999,30.75402
Adebdi,Damage,-8.4702,30.75335
Adebdi,Damage,-8.45657,30.76527
Adebdi,Damage,-8.45683,30.7649
Adebdi,Damage,-8.45671,30.76486
Adebdi,Damage,-8.45673,30.76494
Adebdi,Damage,-8.45695,30.76508
Adebdi,Damage,-8.45689,30.76498
Adebdi,Damage,-8.45625,30.76423
Adebdi,Damage,-8.45626,30.76461
Adebdi,Damage,-8.45598,30.76436
Adebdi,Damage,-8.45609,30.76435
Adebdi,Damage,-8.45599,30.76425
Adebdi,Damage,-8.45604,30.76417
Adebdi,Damage,-8.4561,30.76406
Adebdi,Damage,-8.45608,30.76398
Adebdi,Damage,-8.45567,30.76435
Adebdi,Damage,-8.45555,30.76433
Adebdi,Damage,-8.45544,30.76419
Adebdi,Damage,-8.45586,30.7642
Adebdi,Possible damage,-8.45621,30.76401
Adebdi,Damage,-8.45583,30.7641
Adebdi,Damage,-8.456,30.76392
Adebdi,Damage,-8.45589,30.76403
Adebdi,Damage,-8.45542,30.76382
Adebdi,Damage,-8.45502,30.76438
Adebdi,Damage,-8.45495,30.76445
Adebdi,Damage,-8.4555,30.76428
Adebdi,Possible damage,-8.45514,30.764
Adebdi,Possible damage,-8.45551,30.76408
Adebdi,Possible damage,-8.45466,30.7641
Adebdi,Possible damage,-8.45466,30.76417
Adebdi,Possible damage,-8.4553,30.76363
Adebdi,Possible damage,-8.45505,30.76426
Adebdi,Possible damage,-8.45539,30.76426
Adebdi,Damage,-8.45484,30.76408
Adebdi,Damage,-8.455,30.76444
Adebdi,Possible damage,-8.45322,30.7646
Adebdi,Damage,-8.45294,30.76533
Adebdi,Damage,-8.45364,30.76503
Adebdi,Damage,-8.45368,30.76514
Adebdi,Damage,-8.45356,30.76517
Adebdi,Damage,-8.45345,30.76512
Adebdi,Damage,-8.45351,30.76507
Adebdi,Damage,-8.45309,30.7653
Adebdi,Damage,-8.45315,30.76514
Adebdi,Damage,-8.45326,30.76548
Adebdi,Damage,-8.45328,30.76517
Adebdi,Damage,-8.4532,30.76528
Adebdi,Damage,-8.4533,30.76528
Adebdi,Damage,-8.45297,30.76522
Adebdi,Damage,-8.45302,30.76516
Adebdi,Damage,-8.45307,30.7651
Adebdi,Possible damage,-8.45279,30.76517
Adebdi,Possible damage,-8.45261,30.76498
Adebdi,Possible damage,-8.47131,30.75585
Adebdi,Possible damage,-8.44409,30.77073
Adebdi,Possible damage,-8.44405,30.77067
Adebdi,Damage,-8.44363,30.77067
Adebdi,Damage,-8.44372,30.77063
Adebdi,Damage,-8.44375,30.77074
Adebdi,Damage,-8.44319,30.77021
Adebdi,Damage,-8.44347,30.77048
Adebdi,Damage,-8.4434,30.77045
Adebdi,Damage,-8.44344,30.77031
Adebdi,Damage,-8.44356,30.7703
Adebdi,Damage,-8.44333,30.77018
Adebdi,Damage,-8.44334,30.77035
Adebdi,Damage,-8.44283,30.76998
Adebdi,Damage,-8.44335,30.76979
Adebdi,Damage,-8.44328,30.76971
Adebdi,Damage,-8.44329,30.76981
Adebdi,Damage,-8.44329,30.7694
Adebdi,Damage,-8.44453,30.7694
Adebdi,Damage,-8.44448,30.76931
Adebdi,Damage,-8.44454,30.76927
Adebdi,Damage,-8.44447,30.76921
Adebdi,Possible damage,-8.44442,30.76928
Adebdi,Possible damage,-8.4443,30.76922
Adebdi,Possible damage,-8.4439,30.76959
Adebdi,Damage,-8.44432,30.7688
Adebdi,Damage,-8.4439,30.76888
Adebdi,Damage,-8.44409,30.76899
Adebdi,Damage,-8.44401,30.76872
Adebdi,Possible damage,-8.44314,30.76962
Adebdi,Damage,-8.44439,30.76855
Adebdi,Damage,-8.44533,30.7691
Adebdi,Damage,-8.44485,30.76888
Adebdi,Damage,-8.44499,30.76867
Adebdi,Possible damage,-8.44506,30.76874
Adebdi,Damage,-8.44522,30.76866
Adebdi,Possible damage,-8.44525,30.76855
Adebdi,Damage,-8.44514,30.76889
Adebdi,Damage,-8.44521,30.76894
Adebdi,Damage,-8.44509,30.76897
Adebdi,Damage,-8.44466,30.76785
Adebdi,Damage,-8.44415,30.76744
Adebdi,Possible damage,-8.44402,30.76748
Adebdi,Damage,-8.44388,30.76735
Adebdi,Possible damage,-8.44382,30.76739
Adebdi,Damage,-8.44421,30.76774
Adebdi,Possible damage,-8.44443,30.76737
Adebdi,Damage,-8.44417,30.76683
Adebdi,Damage,-8.44408,30.76695
Adebdi,Damage,-8.44403,30.76688
Adebdi,Damage,-8.44416,30.76671
Adebdi,Possible damage,-8.44186,30.76928
Adebdi,Damage,-8.43801,30.76892
Adebdi,Possible damage,-8.43704,30.76844
Adebdi,Damage,-8.43632,30.76814
Adebdi,Damage,-8.43636,30.76787
Adebdi,Damage,-8.43628,30.76785
Adebdi,Damage,-8.43614,30.76789
Adebdi,Damage,-8.43617,30.76782
Adebdi,Possible damage,-8.43614,30.76768
Adebdi,Possible damage,-8.43593,30.76802
Adebdi,Damage,-8.43537,30.7678
Adebdi,Damage,-8.43484,30.76807
Adebdi,Possible damage,-8.43599,30.76792
Adebdi,Possible damage,-8.43526,30.76774
Adebdi,Damage,-8.43838,30.76416
Adebdi,Damage,-8.4385,30.76438
Adebdi,Damage,-8.43853,30.76436
Adebdi,Possible damage,-8.44202,30.76405
Adebdi,Damage,-8.44245,30.76402
Adebdi,Damage,-8.44257,30.76377
Adebdi,Damage,-8.44247,30.76372
Adebdi,Damage,-8.44253,30.76376
Adebdi,Damage,-8.44268,30.76375
Adebdi,Damage,-8.44265,30.76378
Adebdi,Damage,-8.44286,30.76414
Adebdi,Damage,-8.4428,30.76371
Adebdi,Damage,-8.4434,30.7644
Adebdi,Damage,-8.443,30.76429
Adebdi,Damage,-8.44405,30.7635
Adebdi,Possible damage,-8.44312,30.76329
Adebdi,Damage,-8.44256,30.76257
Adebdi,Damage,-8.44272,30.76255
Adebdi,Damage,-8.44572,30.7622
Adebdi,Damage,-8.44179,30.76202
Adebdi,Damage,-8.4416,30.762
Adebdi,Damage,-8.44164,30.76196
Adebdi,Damage,-8.44161,30.76189
Adebdi,Damage,-8.44205,30.76182
Adebdi,Damage,-8.44201,30.76178
Adebdi,Damage,-8.442,30.762
Adebdi,Damage,-8.44206,30.76159
Adebdi,Damage,-8.44151,30.76161
Adebdi,Damage,-8.44144,30.7617
Adebdi,Possible damage,-8.44165,30.76205
Adebdi,Damage,-8.44234,30.76096
Adebdi,Damage,-8.44228,30.76106
Adebdi,Damage,-8.44215,30.76108
Adebdi,Damage,-8.44243,30.76098
Adebdi,Damage,-8.4428,30.76064
Adebdi,Damage,-8.44278,30.7607
Adebdi,Damage,-8.44289,30.76064
Adebdi,Damage,-8.44271,30.76064
Adebdi,Damage,-8.44237,30.76049
Adebdi,Damage,-8.44263,30.76029
Adebdi,Damage,-8.44261,30.7602
Adebdi,Damage,-8.44306,30.76007
Adebdi,Damage,-8.44236,30.76008
Adebdi,Damage,-8.44234,30.76019
Adebdi,Damage,-8.44226,30.76039
Adebdi,Damage,-8.44236,30.76039
Adebdi,Damage,-8.44269,30.75985
Adebdi,Damage,-8.44263,30.75973
Adebdi,Damage,-8.44202,30.75984
Adebdi,Possible damage,-8.44238,30.76061
Adebdi,Possible damage,-8.44212,30.76064
Adebdi,Damage,-8.44218,30.75993
Adebdi,Damage,-8.4422,30.76004
Adebdi,Damage,-8.44221,30.75983
Adebdi,Possible damage,-8.44262,30.7607
Adebdi,Possible damage,-8.44204,30.76032
Adebdi,Possible damage,-8.44293,30.76012
Adebdi,Damage,-8.44448,30.75921
Adebdi,Damage,-8.44505,30.75886
Adebdi,Damage,-8.44452,30.75841
Adebdi,Damage,-8.44446,30.75849
Adebdi,Damage,-8.44446,30.75856
Adebdi,Damage,-8.44446,30.75882
Adebdi,Damage,-8.44491,30.75888
Adebdi,Damage,-8.44495,30.75889
Adebdi,Damage,-8.44702,30.75755
Adebdi,Damage,-8.44683,30.75744
Adebdi,Damage,-8.44688,30.75737
Adebdi,Damage,-8.44669,30.75734
Adebdi,Damage,-8.44668,30.75724
Adebdi,Damage,-8.44686,30.75722
Adebdi,Damage,-8.44678,30.75723
Adebdi,Possible damage,-8.44519,30.75673
Adebdi,Damage,-8.44671,30.75637
Adebdi,Damage,-8.44664,30.75706
Adebdi,Damage,-8.44671,30.75745
Adebdi,Damage,-8.44702,30.75719
Adebdi,Possible damage,-8.4454,30.75995
Adebdi,Damage,-8.42438,30.76313
Adebdi,Damage,-8.42442,30.7633
Adebdi,Damage,-8.42507,30.76355
Adebdi,Damage,-8.42592,30.76216
Adebdi,Damage,-8.42581,30.76213
Adebdi,Possible damage,-8.4254,30.76205
Adebdi,Possible damage,-8.4244,30.76307
Adebdi,Damage,-8.4229,30.76193
Adebdi,Damage,-8.42282,30.76183
Adebdi,Damage,-8.42287,30.76132
Adebdi,Possible damage,-8.42429,30.76148
Adebdi,Damage,-8.42242,30.76174
Adebdi,Damage,-8.42226,30.76154
Adebdi,Damage,-8.4232,30.76053
Adebdi,Damage,-8.42318,30.76059
Adebdi,Damage,-8.42322,30.76064
Adebdi,Damage,-8.42316,30.7607
Adebdi,Damage,-8.42322,30.76076
Adebdi,Possible damage,-8.42365,30.76074
Adebdi,Damage,-8.42269,30.76037
Adebdi,Possible damage,-8.42271,30.76042
Adebdi,Damage,-8.42323,30.7601
Adebdi,Possible damage,-8.42325,30.76004
Adebdi,Possible damage,-8.42292,30.75992
Adebdi,Possible damage,-8.42188,30.76267
Adebdi,Possible damage,-8.42206,30.76157
Adebdi,Damage,-8.42198,30.76164
Adebdi,Damage,-8.42182,30.76156
Adebdi,Possible damage,-8.42188,30.76158
Adebdi,Damage,-8.42161,30.76146
Adebdi,Damage,-8.42185,30.76139
Adebdi,Damage,-8.42179,30.76139
Adebdi,Damage,-8.42125,30.7614
Adebdi,Possible damage,-8.42238,30.76109
Adebdi,Damage,-8.42143,30.76137
Adebdi,Damage,-8.42149,30.76119
Adebdi,Damage,-8.42063,30.76163
Adebdi,Damage,-8.42231,30.76014
Adebdi,Possible damage,-8.42206,30.76086
Adebdi,Possible damage,-8.42091,30.76035
Adebdi,Damage,-8.42059,30.76024
Adebdi,Damage,-8.42176,30.75965
Adebdi,Damage,-8.42147,30.75963
Adebdi,Damage,-8.42142,30.75936
Adebdi,Damage,-8.42107,30.75949
Adebdi,Possible damage,-8.42167,30.75955
Adebdi,Damage,-8.42009,30.75963
Adebdi,Damage,-8.42098,30.75943
Adebdi,Damage,-8.42032,30.75841
Adebdi,Damage,-8.4203,30.75837
Adebdi,Damage,-8.42117,30.76023
Adebdi,Damage,-8.41856,30.75855
Adebdi,Damage,-8.41897,30.75901
Adebdi,Possible damage,-8.41905,30.75919
Adebdi,Possible damage,-8.41805,30.75829
Adebdi,Damage,-8.41753,30.76408
Adebdi,Possible damage,-8.41728,30.76383
Adebdi,Damage,-8.4157,30.76356
Adebdi,Damage,-8.41627,30.7633
Adebdi,Damage,-8.41618,30.76332
Adebdi,Damage,-8.41606,30.76264
Adebdi,Damage,-8.41688,30.76302
Adebdi,Possible damage,-8.4166,30.76322
Adebdi,Possible damage,-8.41676,30.76211
Adebdi,Possible damage,-8.41594,30.76249
Adebdi,Damage,-8.41581,30.76229
Adebdi,Damage,-8.41558,30.76236
Adebdi,Damage,-8.41574,30.76244
Adebdi,Damage,-8.4166,30.76128
Adebdi,Damage,-8.41664,30.76143
Adebdi,Possible damage,-8.41574,30.75903
Adebdi,Damage,-8.418,30.75853
Adebdi,Damage,-8.51282,30.76659
Adebdi,Damage,-8.51279,30.76648
Adebdi,Damage,-8.51274,30.76654
Adebdi,Damage,-8.51287,30.76651
Adebdi,Damage,-8.51294,30.76626
Adebdi,Damage,-8.51287,30.76609
Adebdi,Damage,-8.51307,30.76603
Adebdi,Damage,-8.51306,30.76595
Adebdi,Damage,-8.51298,30.76598
Adebdi,Damage,-8.51292,30.76587
Adebdi,Damage,-8.51267,30.76553
Adebdi,Damage,-8.51282,30.76558
Adebdi,Damage,-8.51284,30.76542
Adebdi,Damage,-8.51327,30.76581
Adebdi,Damage,-8.51409,30.76586
Adebdi,Damage,-8.51365,30.76578
Adebdi,Damage,-8.51401,30.76578
Adebdi,Possible damage,-8.51397,30.76569
Adebdi,Damage,-8.51343,30.76507
Adebdi,Damage,-8.51353,30.76512
Adebdi,Damage,-8.51357,30.7649
Adebdi,Damage,-8.51165,30.7632
Adebdi,Damage,-8.51174,30.76327
Adebdi,Damage,-8.51152,30.76289
Adebdi,Damage,-8.51163,30.76261
Adebdi,Damage,-8.51185,30.76228
Adebdi,Damage,-8.51197,30.76219
Adebdi,Damage,-8.51187,30.76212
Adebdi,Damage,-8.51189,30.7619
Adebdi,Possible damage,-8.51203,30.76203
Adebdi,Damage,-8.51202,30.76194
Adebdi,Possible damage,-8.51198,30.76178
Adebdi,Damage,-8.51177,30.76136
Adebdi,Possible damage,-8.5117,30.7622
Adebdi,Damage,-8.52535,30.75507
Adebdi,Damage,-8.52543,30.75469
Adebdi,Damage,-8.52532,30.75487
Adebdi,Damage,-8.5255,30.75504
Adebdi,Possible damage,-8.52536,30.75476
Adebdi,Damage,-8.52542,30.75496
Adebdi,Damage,-8.525,30.75469
Adebdi,Damage,-8.52503,30.75454
Adebdi,Damage,-8.52507,30.75463
Adebdi,Damage,-8.52518,30.75461
Adebdi,Damage,-8.52512,30.75456
Adebdi,Damage,-8.52496,30.75462
Adebdi,Damage,-8.52563,30.75436
Adebdi,Damage,-8.52515,30.75469
Adebdi,Damage,-8.52549,30.7551
Adebdi,Damage,-8.5254,30.75533
Adebdi,Possible damage,-8.52572,30.75439
Adebdi,Damage,-8.52659,30.75217
Adebdi,Damage,-8.52652,30.75209
Adebdi,Possible damage,-8.42439,30.71463
Adebdi,Damage,-8.46302,30.71269
Adebdi,Possible damage,-8.46246,30.71282
Adebdi,Damage,-8.45922,30.70961
Adebdi,Possible damage,-8.45849,30.70999
Adebdi,Possible damage,-8.4571,30.70887
Adebdi,Damage,-8.45683,30.70835
Adebdi,Possible damage,-8.45652,30.70218
Adebdi,Damage,-8.45723,30.7009
Adebdi,Damage,-8.4572,30.70079
Adebdi,Damage,-8.45462,30.70308
Adebdi,Possible damage,-8.45494,30.7021
Adebdi,Possible damage,-8.45526,30.70251
Adebdi,Possible damage,-8.45438,30.69966
Adebdi,Possible damage,-8.44795,30.70448
Adebdi,Damage,-8.44695,30.70419
Adebdi,Damage,-8.44682,30.70396
Adebdi,Possible damage,-8.4457,30.70552
Adebdi,Possible damage,-8.44548,30.70514
Adebdi,Damage,-8.44455,30.70562
Adebdi,Damage,-8.44317,30.70487
Adebdi,Possible damage,-8.42941,30.6825
Adebdi,Possible damage,-8.42944,30.68266
Adebdi,Possible damage,-8.4297,30.68222
Adebdi,Possible damage,-8.43015,30.68114
Adebdi,Damage,-8.47071,30.67942
Adebdi,Damage,-8.47498,30.67887
Adebdi,Damage,-8.47433,30.6797
Adebdi,Possible damage,-8.48233,30.6853
Adebdi,Possible damage,-8.48178,30.6849
Adebdi,Possible damage,-8.48177,30.68482
Adebdi,Possible damage,-8.48084,30.68427
Adebdi,Possible damage,-8.48122,30.68227
Adebdi,Damage,-8.47945,30.68399
Adebdi,Damage,-8.47962,30.68406
Adebdi,Possible damage,-8.47997,30.68193
Adebdi,Damage,-8.48042,30.6794
Adebdi,Damage,-8.48048,30.67933
Adebdi,Possible damage,-8.47818,30.68515
Adebdi,Damage,-8.47837,30.68112
Adebdi,Damage,-8.47842,30.68103
Adebdi,Damage,-8.4784,30.68108
Adebdi,Damage,-8.54298,30.69946
Adebdi,Damage,-8.54091,30.69523
Adebdi,Damage,-8.54078,30.69506
Adebdi,Possible damage,-8.53968,30.67002
Adebdi,Possible damage,-8.54041,30.67061
Adebdi,Damage,-8.51746,30.63966
Adebdi,Damage,-8.51748,30.6396
Adebdi,Damage,-8.51004,30.64966
Adebdi,Possible damage,-8.50858,30.65069
Adebdi,Possible damage,-8.50814,30.65095
Adebdi,Possible damage,-8.50742,30.6497
Adebdi,Possible damage,-8.50555,30.64537
Adebdi,Damage,-8.50581,30.6462
Adebdi,Possible damage,-8.5057,30.64637
Adebdi,Possible damage,-8.50568,30.64625
Adebdi,Damage,-8.47828,30.65577
Adebdi,Possible damage,-8.4784,30.65547
Adebdi,Possible damage,-8.49056,30.63838
Adebdi,Damage,-8.49047,30.6377
Adebdi,Possible damage,-8.49083,30.63733
Adebdi,Damage,-8.49078,30.63783
Adebdi,Damage,-8.48818,30.64472
Adebdi,Damage,-8.48932,30.63935
Adebdi,Possible damage,-8.48848,30.6376
Adebdi,Possible damage,-8.48756,30.63438
Adebdi,Possible damage,-8.4875,30.63432
Adebdi,Damage,-8.48649,30.64219
Adebdi,Damage,-8.48645,30.64226
Adebdi,Possible damage,-8.487,30.64172
Adebdi,Possible damage,-8.48646,30.64
Adebdi,Damage,-8.48654,30.63965
Adebdi,Possible damage,-8.48572,30.63859
Adebdi,Damage,-8.48566,30.63811
Adebdi,Damage,-8.48536,30.63799
Adebdi,Possible damage,-8.48629,30.63767
Adebdi,Damage,-8.48404,30.64649
Adebdi,Damage,-8.48394,30.64621
Adebdi,Damage,-8.48401,30.64614
Adebdi,Damage,-8.48384,30.64602
Adebdi,Damage,-8.48425,30.64609
Adebdi,Possible damage,-8.48364,30.64581
Adebdi,Possible damage,-8.48368,30.64538
Adebdi,Damage,-8.48438,30.64462
Adebdi,Damage,-8.48447,30.64472
Adebdi,Damage,-8.48452,30.64466
Adebdi,Damage,-8.48438,30.64456
Adebdi,Damage,-8.48411,30.64238
Adebdi,Damage,-8.48421,30.64235
Adebdi,Possible damage,-8.48534,30.63806
Adebdi,Possible damage,-8.48512,30.63798
Adebdi,Damage,-8.48483,30.63778
Adebdi,Possible damage,-8.48475,30.6371
Adebdi,Damage,-8.48445,30.63651
Adebdi,Damage,-8.48421,30.63744
Adebdi,Damage,-8.48388,30.63718
Adebdi,Damage,-8.48376,30.63526
Adebdi,Possible damage,-8.48417,30.63489
Adebdi,Damage,-8.48407,30.63462
Adebdi,Damage,-8.48243,30.64695
Adebdi,Damage,-8.48261,30.64673
Adebdi,Damage,-8.48212,30.63867
Adebdi,Damage,-8.48173,30.63893
Adebdi,Damage,-8.48188,30.63893
Adebdi,Possible damage,-8.48172,30.63883
Adebdi,Damage,-8.4826,30.63745
Adebdi,Possible damage,-8.48282,30.63807
Adebdi,Possible damage,-8.48166,30.63502
Adebdi,Damage,-8.47908,30.64443
Adebdi,Possible damage,-8.47941,30.64334
Adebdi,Possible damage,-8.47963,30.64345
Adebdi,Damage,-8.48078,30.64255
Adebdi,Possible damage,-8.47874,30.64233
Adebdi,Damage,-8.47943,30.64093
Adebdi,Damage,-8.4775,30.6467
Adebdi,Damage,-8.47782,30.64643
Adebdi,Damage,-8.47677,30.64629
Adebdi,Damage,-8.47736,30.64514
Adebdi,Damage,-8.47772,30.64488
Adebdi,Possible damage,-8.47746,30.64475
Adebdi,Possible damage,-8.47847,30.64461
Adebdi,Possible damage,-8.47802,30.64441
Adebdi,Damage,-8.47677,30.64399
Adebdi,Damage,-8.47821,30.64383
Adebdi,Possible damage,-8.47829,30.64392
Adebdi,Damage,-8.47842,30.64314
Adebdi,Damage,-8.47742,30.64212
Adebdi,Possible damage,-8.47653,30.6419
Adebdi,Possible damage,-8.47717,30.64201
Adebdi,Possible damage,-8.47641,30.64136
Adebdi,Possible damage,-8.47829,30.63992
Adebdi,Possible damage,-8.47734,30.63865
Adebdi,Damage,-8.47754,30.6381
Adebdi,Damage,-8.47677,30.63605
Adebdi,Possible damage,-8.47781,30.63097
Adebdi,Possible damage,-8.47476,30.64256
Adebdi,Damage,-8.47573,30.6413
Adebdi,Damage,-8.47647,30.64045
Adebdi,Possible damage,-8.47605,30.63949
Adebdi,Damage,-8.47618,30.63718
Adebdi,Damage,-8.47624,30.63715
Adebdi,Possible damage,-8.47624,30.63651
Adebdi,Possible damage,-8.47536,30.63582
Adebdi,Damage,-8.47561,30.6362
Adebdi,Damage,-8.47609,30.63547
Adebdi,Damage,-8.47646,30.63518
Adebdi,Damage,-8.47612,30.63517
Adebdi,Damage,-8.47602,30.63462
Adebdi,Possible damage,-8.47536,30.63497
Adebdi,Damage,-8.47448,30.63502
Adebdi,Possible damage,-8.4735,30.64328
Adebdi,Possible damage,-8.47323,30.64112
Adebdi,Damage,-8.47239,30.64087
Adebdi,Possible damage,-8.47366,30.64038
Adebdi,Damage,-8.47276,30.64035
Adebdi,Damage,-8.47262,30.64065
Adebdi,Possible damage,-8.47223,30.63959
Adebdi,Possible damage,-8.47201,30.63975
Adebdi,Possible damage,-8.47267,30.63881
Adebdi,Damage,-8.47138,30.64299
Adebdi,Damage,-8.47092,30.64186
Adebdi,Damage,-8.46976,30.64105
Adebdi,Possible damage,-8.47027,30.64076
Adebdi,Possible damage,-8.47049,30.63736
Adebdi,Damage,-8.46997,30.63708
Adebdi,Damage,-8.46776,30.65086
Adebdi,Damage,-8.4678,30.65081
Adebdi,Damage,-8.46785,30.65085
Adebdi,Damage,-8.46777,30.64995
Adebdi,Damage,-8.46781,30.65009
Adebdi,Possible damage,-8.46764,30.65045
Adebdi,Damage,-8.46891,30.64654
Adebdi,Possible damage,-8.46923,30.64592
Adebdi,Damage,-8.46954,30.64562
Adebdi,Damage,-8.46961,30.64554
Adebdi,Damage,-8.46956,30.64208
Adebdi,Possible damage,-8.46744,30.64068
Adebdi,Damage,-8.46758,30.64065
Adebdi,Damage,-8.46839,30.63759
Adebdi,Possible damage,-8.46655,30.6432
Adebdi,Possible damage,-8.46529,30.64266
Adebdi,Possible damage,-8.46536,30.64262
Adebdi,Damage,-8.46534,30.64276
Adebdi,Damage,-8.46621,30.64267
Adebdi,Possible damage,-8.46671,30.64193
Adebdi,Possible damage,-8.46538,30.64061
Adebdi,Damage,-8.46522,30.64018
Adebdi,Possible damage,-8.46499,30.63991
Adebdi,Possible damage,-8.46625,30.63936
Adebdi,Damage,-8.46556,30.63858
Adebdi,Possible damage,-8.46568,30.63882
Adebdi,Possible damage,-8.46557,30.63665
Adebdi,Possible damage,-8.46337,30.64399
Adebdi,Damage,-8.46452,30.64071
Adebdi,Damage,-8.46452,30.64022
Adebdi,Damage,-8.46356,30.64043
Adebdi,Damage,-8.4632,30.63538
Adebdi,Possible damage,-8.46361,30.63477
Adebdi,Damage,-8.46493,30.63329
Adebdi,Possible damage,-8.46199,30.64522
Adebdi,Damage,-8.4616,30.64537
Adebdi,Damage,-8.46197,30.64436
Adebdi,Damage,-8.46224,30.64456
Adebdi,Damage,-8.46239,30.64013
Adebdi,Possible damage,-8.46283,30.64075
Adebdi,Possible damage,-8.46154,30.64037
Adebdi,Possible damage,-8.46242,30.63876
Adebdi,Damage,-8.46112,30.6381
Adebdi,Damage,-8.4607,30.63792
Adebdi,Damage,-8.46127,30.63519
Adebdi,Damage,-8.46044,30.63528
Adebdi,Damage,-8.45905,30.63723
Adebdi,Damage,-8.45969,30.63599
Adebdi,Damage,-8.46057,30.63565
Adebdi,Damage,-8.46075,30.63572
Adebdi,Possible damage,-8.45699,30.63391
Adebdi,Damage,-8.45657,30.63352
Adebdi,Possible damage,-8.45639,30.63352
Adebdi,Possible damage,-8.45703,30.63266
Adebdi,Possible damage,-8.45692,30.63112
Adebdi,Damage,-8.45571,30.63377
Adebdi,Damage,-8.45571,30.6333
Adebdi,Damage,-8.45488,30.63282
Adebdi,Damage,-8.45498,30.63268
Adebdi,Damage,-8.45453,30.63468
Adebdi,Damage,-8.45576,30.63851
Adebdi,Damage,-8.44686,30.63212
Adebdi,Damage,-8.44537,30.6322
Adebdi,Damage,-8.44644,30.62712
Adebdi,Damage,-8.445,30.6253
Adebdi,Possible damage,-8.44444,30.62612
Adebdi,Possible damage,-8.48653,30.64182
Adebdi,Damage,-8.48911,30.64194
Adebdi,Possible damage,-8.45592,30.64769
Adebdi,Possible damage,-8.45618,30.64728
Adebdi,Possible damage,-8.45741,30.6425
Adebdi,Possible damage,-8.45513,30.6413
Adebdi,Damage,-8.45417,30.64162
Adebdi,Damage,-8.44028,30.63794
Adebdi,Damage,-8.44105,30.65859
Adebdi,Possible damage,-8.44228,30.65827
Adebdi,Possible damage,-8.46524,30.64789
Adebdi,Damage,-8.46393,30.65137
Adebdi,Possible damage,-8.4564,30.6575
Adebdi,Damage,-8.45771,30.65584
Adebdi,Possible damage,-8.45958,30.66263
Adebdi,Damage,-8.49434,30.63596
Adebdi,Possible damage,-8.46327,30.68393
Adebdi,Possible damage,-8.43849,30.70601
Adebdi,Possible damage,-8.52864,30.6405
Adebdi,Possible damage,-8.48718,30.6383
Adebdi,Possible damage,-8.48799,30.6389
Adebdi,Possible damage,-8.48814,30.63882
Adebdi,Damage,-8.48859,30.78677
Adebdi,Damage,-8.4887,30.78677
Adebdi,Damage,-8.48861,30.78652
Adebdi,Damage,-8.4913,30.78226
Adebdi,Damage,-8.49083,30.78259
Adebdi,Damage,-8.48906,30.77779
Adebdi,Possible damage,-8.48891,30.77795
Adebdi,Damage,-8.4891,30.7772
Adebdi,Possible damage,-8.51899,30.77933
Adebdi,Damage,-8.51369,30.76602
Chichaoua,Damage,-8.82691,31.55815
Chichaoua,Damage,-8.82702,31.55781
Chichaoua,Damage,-8.82677,31.55307
Chichaoua,Damage,-8.81574,31.56029
Chichaoua,Possible damage,-8.8155,31.56002
